DK.1	0.00372432
YT.1	0.00372284
VS323.1	0.00371064
AE.1	0.00370208
VG	0.00370126
EE.1	0.00370026
VS122	0.00369862
VS234.1	0.00369829
VS263.1	0.00369698
VS362	0.00369255
TV.1	0.00369114
ED.1	0.00368954
GQ	0.0036875
VS321.1	0.00368563
SD	0.00368329
MG.1	0.00367577
GR	0.00367268
TL.1	0.00366772
VP.1	0.00366751
VS755.1	0.00366629
H.1	0.00366395
ID	0.00366262
IC	0.00366017
LF	0.00365826
VS511	0.0036528
TS	0.00364947
VS241	0.00364561
KS.1	0.0036448
QV.1	0.00364444
VS666.1	0.00364122
CA.1	0.0036362
RC.1	0.00363413
TQ	0.00363219
TT.1	0.00363176
VS413.1	0.00363054
MN	0.00362392
VS316.1	0.00361461
SD.1	0.00361246
VS244.1	0.00360334
VS616.1	0.00360265
LI.1	0.00359776
AL.1	0.00358929
QR.1	0.00357823
VS622	0.00357428
VS212.1	0.00357269
VS541	0.00357231
TF.1	0.00356299
RI.1	0.00356211
VS356.1	0.00355978
SQ.1	0.00355344
GN.1	0.00355148
SK.1	0.00354855
QK.1	0.00354811
MQ.1	0.00354647
CG	0.00354086
VS112	0.00353617
AV.1	0.0035275
VS117.1	0.00352365
VS132	0.00352095
VS264	0.00351602
CV.1	0.00351422
VA.1	0.00351223
TD.1	0.00350683
VS167	0.00350141
PD.1	0.00349631
VS335	0.00349237
KF.1	0.00349117
SL	0.00348537
VN	0.00348024
NK.1	0.00347877
VS452	0.00347815
VN.1	0.00347112
VS547	0.00347001
VS121.1	0.00346414
VS542	0.00346338
FK.1	0.00346175
VS443	0.00346141
SI.1	0.00345721
VS352.1	0.0034552
VS733.1	0.00345402
IK.1	0.00344987
GC	0.00344828
VS714.1	0.00344258
VS421.1	0.00344107
DT.1	0.00344072
VS245.1	0.00343066
IP.1	0.00343059
FP	0.00342268
H	0.0034074
GC.1	0.00340415
VS731	0.00340147
IV.1	0.00339667
RC	0.0033955
RQ	0.00339524
VS421	0.00338895
TC	0.00338789
HA.1	0.00338552
CL.1	0.00338067
HD.1	0.00337932
MH	0.00337444
AQ.1	0.00337022
CH	0.00336999
HN	0.00336479
ME	0.00336345
ML.1	0.00335952
VS616	0.00335582
SV.1	0.00335511
MR.1	0.00335204
VS713	0.00334842
GF.1	0.0033468
IG	0.00334306
RA.1	0.00334032
SA.1	0.00333513
DN	0.0033342
IR	0.00333074
GL.1	0.0033295
DC.1	0.00332767
VS253.1	0.0033231
VS611.1	0.0033206
TK	0.0033203
VS513	0.00331195
VS331	0.00331138
MN.1	0.00330744
VS522	0.00330535
VC	0.00330253
QD	0.0032994
VL.1	0.00329882
MA	0.00329781
L.1	0.00329772
CA	0.00329582
VS335.1	0.00329071
QA	0.00328466
CT.1	0.00328459
DG.1	0.00328148
AG	0.00328132
LR	0.00327815
VS272.1	0.00326848
LD.1	0.00326754
VS562	0.0032663
VS534.1	0.00325612
VS262	0.0032536
VS453	0.00325255
IF	0.00325149
VS622.1	0.00324866
IQ.1	0.00324458
LY.1	0.0032397
VS641	0.00323165
VS332	0.00323089
VQ	0.00323071
VS614.1	0.0032288
YK	0.0032285
YL	0.00322648
TV	0.00322629
VS743	0.00322614
EL	0.00321451
YA.1	0.00320882
VS644.1	0.00320162
MS.1	0.00319825
PG.1	0.00319423
DL	0.00319125
VS663.1	0.00318947
VS422.1	0.0031869
NY.1	0.00317952
HT.1	0.00317842
NN.1	0.00317551
GY	0.00317203
FF	0.00316632
FN.1	0.00316439
VS467.1	0.0031567
TF	0.00315625
VS566.1	0.00315502
VS615.1	0.00315281
S	0.00315128
VS244	0.00315048
VS661.1	0.0031484
VS113	0.00314707
VS361.1	0.0031448
LF.1	0.0031365
VS237.1	0.00313489
TG.1	0.0031338
Q.1	0.00313062
VS433	0.00312641
DA.1	0.00312613
VS221.1	0.00312549
CC.1	0.00312538
PF.1	0.00312045
SC	0.00311945
Y	0.00311711
DF.1	0.00311346
VS213.1	0.00311255
VS462	0.0031101
LC.1	0.00310803
YI.1	0.00310676
VS654	0.00310583
TR.1	0.00310007
FA	0.00309516
DI	0.00309098
VS216	0.00308576
VS156.1	0.00308251
PM.1	0.00308219
QP	0.00308139
NI.1	0.00307494
SP	0.00307341
TQ.1	0.00306356
VS336.1	0.00306022
KK.1	0.00305957
VS712	0.00305906
KF	0.00305674
VS643.1	0.00305068
VS222	0.00304991
QM.1	0.00304689
DR.1	0.00304627
AN.1	0.00304528
NR.1	0.00304435
AY.1	0.00304397
VV.1	0.00304335
CS	0.0030386
WR	0.00303823
QA.1	0.00303806
LA	0.00303711
GE.1	0.00303656
EK.1	0.00303215
AH.1	0.00303033
RK.1	0.00302967
TN.1	0.00302519
VS325.1	0.00302345
VL	0.00302132
NV.1	0.0030174
AS.1	0.00301704
HQ.1	0.00301671
GS.1	0.00301614
SG	0.00301572
SV	0.00301477
RM.1	0.0030147
IC.1	0.00301448
LV	0.00301146
VS132.1	0.0030114
FG	0.00301059
VS432.1	0.00300398
IA.1	0.0030017
VS265.1	0.00299998
TT	0.00299931
QH	0.00299908
AV	0.00299883
NI	0.00299879
VS232	0.00299774
VS226	0.00299665
QE.1	0.00299161
VS134.1	0.00298832
VS352	0.00298813
YL.1	0.00298599
MT.1	0.00298594
VS463	0.00298572
WE.1	0.00298304
VS173.1	0.00298068
VS165.1	0.00297657
VS253	0.00297063
II	0.0029704
AT	0.00296503
DQ.1	0.00295859
SK	0.00295496
EV	0.00295342
NL.1	0.00295145
YA	0.00295142
LD	0.00294802
VS726	0.00294795
PI	0.00294054
FQ.1	0.00293495
VS261.1	0.00293389
VS143	0.002932
TH.1	0.00292905
SH.1	0.00292126
VS525.1	0.00291881
FC	0.00291708
KI.1	0.0029148
VH.1	0.00291273
VS524.1	0.00290894
PT.1	0.00290871
CT	0.00290856
DD	0.00290842
II.1	0.00290814
VS312.1	0.00290796
VS715	0.00290579
VR.1	0.00290564
SG.1	0.0029013
VS661	0.00290091
VS313.1	0.0028961
IQ	0.00289408
PW	0.00289395
SY.1	0.00289326
LE.1	0.0028901
ND.1	0.00288908
IT.1	0.00288837
YG	0.00288834
AP.1	0.00288742
NF.1	0.00288496
VS347.1	0.00288266
GK	0.0028822
VS441	0.00288129
WA.1	0.00287778
EC.1	0.00286906
IS.1	0.00286765
VS637	0.00286721
TE.1	0.00286272
LG.1	0.0028614
RY.1	0.00285765
GV.1	0.00284331
VS515	0.00283962
VY.1	0.00283434
LQ.1	0.00283366
KP	0.00283295
VS155.1	0.00283272
IN.1	0.00283092
IH.1	0.00283017
CQ	0.00282576
SE.1	0.00282343
VS251	0.00281783
TI.1	0.00281734
VS266	0.002816
RL.1	0.00281492
WL	0.00281468
DH.1	0.002814
VS136	0.00281115
VS531.1	0.00280956
VS115	0.0028055
VS246.1	0.0028043
PM	0.0028034
AS	0.00280196
VS226.1	0.00280102
NP	0.00279941
AN	0.00279347
VS143.1	0.00279346
MF.1	0.00279065
YQ	0.00278764
VS411.1	0.00278738
FR.1	0.00278234
VS144.1	0.00278163
QE	0.00278025
VS123	0.00277894
VS242.1	0.00277707
TA.1	0.00277581
CF.1	0.00277259
FA.1	0.0027708
VS254.1	0.00277011
VS611	0.00276759
VS424.1	0.00276692
VS135.1	0.00276473
KY.1	0.00276428
KH.1	0.00276347
GY.1	0.00276081
DG	0.00275991
EI	0.00275859
VS431.1	0.00275708
C	0.00275439
VS353.1	0.0027541
ME.1	0.00275337
VS224.1	0.0027494
NQ.1	0.00274674
KI	0.00274499
HK.1	0.00274409
NE	0.00273931
VS721.1	0.00273652
VS423.1	0.00273597
VM.1	0.00273557
VS624.1	0.00273551
SA	0.00273322
VS324	0.00272671
VS236	0.00272569
VS145.1	0.00272288
VI.1	0.00272045
EH.1	0.00271891
VS634.1	0.0027162
GG	0.00271614
HD	0.00271596
VS262.1	0.00271423
QL.1	0.00271358
QI.1	0.00270944
VS741.1	0.0027094
LH.1	0.00270921
SE	0.00270889
VS141	0.00270368
MD.1	0.00270327
IH	0.00270046
VS125.1	0.00270041
VS462.1	0.00269833
VS411	0.00269643
ET	0.00269068
TK.1	0.00269053
QN	0.00268852
VS646.1	0.00268573
VS473	0.00268565
VS536.1	0.00268539
VS535	0.00268448
WQ.1	0.00268044
VS362.1	0.0026789
VS531	0.00267745
IG.1	0.00267608
VS255.1	0.00267424
PV.1	0.00267281
VS344.1	0.00267048
VS557.1	0.00266945
VS527.1	0.00266915
CN	0.00266729
VS313	0.00266708
GT	0.00266549
VS365	0.00266251
SM	0.0026599
PQ.1	0.00265896
VS574.1	0.00265134
VS725	0.00265072
RV.1	0.00265004
MQ	0.00264913
VS235	0.00264757
AT.1	0.00263936
QG.1	0.00263729
RH.1	0.00263135
VS665.1	0.00263076
TI	0.00263054
VD	0.0026301
VS225.1	0.00262673
IF.1	0.00262393
RN	0.00262325
HK	0.00261953
VS741	0.00261935
VS133.1	0.00261833
VS234	0.0026155
VK	0.0026149
VS252	0.00261358
TS.1	0.00261125
VS354.1	0.00261028
VS372	0.00260844
FM.1	0.00260734
NM	0.00260589
HC.1	0.00260534
WG.1	0.00259982
HT	0.00259612
KP.1	0.00259496
DK	0.0025948
VS217.1	0.0025945
VS231.1	0.00259393
VS676	0.00259299
AM.1	0.00259003
CG.1	0.00258561
DN.1	0.00258026
RW.1	0.00257633
WW.1	0.00257376
CH.1	0.00256942
MM	0.00256701
RR.1	0.00256535
VS517.1	0.00256529
RA	0.0025644
VS246	0.00256416
VS666	0.00256388
VS641.1	0.00256081
VS141.1	0.00255582
VS453.1	0.00255491
MI.1	0.00255403
PR.1	0.00255066
CM.1	0.00254652
VS212	0.0025459
CK	0.00254399
VS174	0.00254202
VS346.1	0.00254169
VS243	0.00254157
LW.1	0.00254078
VS621.1	0.00253871
DP.1	0.00253676
VS116.1	0.00253632
RG.1	0.00253406
R	0.00253327
VS451	0.00253193
VS371.1	0.00253049
WT	0.00252916
VS546	0.00252881
PK	0.00252653
VS151.1	0.00252642
AI.1	0.00252546
LV.1	0.00252397
VS221	0.00252264
GI.1	0.00252201
VS442.1	0.00252159
VW	0.00251738
VW.1	0.00251483
WC	0.00251326
VS572.1	0.0025054
VS242	0.00250445
MY.1	0.00250251
AF	0.00250126
ES.1	0.00250077
ND	0.00249987
VS331.1	0.00249953
VS372.1	0.00249949
VS535.1	0.00249814
VS434.1	0.00249789
HM	0.00249534
QP.1	0.00249077
FI	0.00248587
KN	0.00248504
VS121	0.0024828
VS447	0.0024799
D	0.00247531
VS713.1	0.00246979
VS512	0.00246882
FY.1	0.00246409
WR.1	0.00246288
SI	0.0024628
VS634	0.00245159
VS442	0.00245108
LM.1	0.0024505
QT	0.00245044
VS223	0.00244917
VS742	0.00244475
AW.1	0.002443
VS334.1	0.00244289
HF.1	0.00244248
HS	0.00244182
VS225	0.00244008
CI.1	0.00243966
ET.1	0.00243307
VS341.1	0.00243248
QL	0.00242517
VS235.1	0.00242478
VS136.1	0.00242272
FI.1	0.00241826
VS144	0.00241585
VS751.1	0.00241419
HP.1	0.00241302
QV	0.00241286
CD.1	0.00240871
VS512.1	0.0024073
QS	0.0024066
PN	0.00240395
VS256	0.00240189
RT.1	0.00240013
DR	0.00239463
RH	0.00239071
QT.1	0.00238801
VS243.1	0.00238798
NC.1	0.00238079
VS172.1	0.00237854
VS414.1	0.002375
VS413	0.00237378
EQ	0.00236898
RP.1	0.00236305
KG.1	0.00236286
FL.1	0.0023625
VS223.1	0.0023595
VS565.1	0.00235867
VS353	0.00235666
VS617	0.00235119
YS.1	0.00234296
VS443.1	0.00233946
VS513.1	0.00233696
DS.1	0.00233552
DV	0.00233069
MV.1	0.00232732
SN	0.00232572
NP.1	0.00232417
VS715.1	0.00232235
DH	0.0023198
VS422	0.00231493
NG.1	0.00231418
VS653.1	0.00231387
KV.1	0.00231312
TY.1	0.00231256
DE	0.00231162
VS435	0.0023103
VS333.1	0.00230886
LS	0.00230817
VS126.1	0.0023065
MC	0.00230532
CY.1	0.00230526
VS433.1	0.00230409
VS264.1	0.002304
NT.1	0.00230305
HV.1	0.00230252
DF	0.00230243
VS645.1	0.00230057
M	0.00229848
NC	0.002295
VS633.1	0.00229435
VS576.1	0.00229425
VS613.1	0.0022907
VS354	0.00228977
VS612.1	0.00228821
HG.1	0.00228601
VS326.1	0.00228577
VS153	0.0022783
HI.1	0.00227544
FY	0.00227416
SF	0.00227369
NM.1	0.00227262
SM.1	0.00227202
VS211	0.00226104
AW	0.00225778
LN	0.00225777
PY.1	0.00225645
VS273	0.00225637
WW	0.00225617
VS533.1	0.00225608
PH.1	0.00225526
CD	0.00225474
VS626.1	0.0022526
EY.1	0.00224971
VS274.1	0.00224641
VS271.1	0.00224382
PF	0.00224304
FV	0.00224108
VS445	0.00224001
VS723	0.0022396
IY.1	0.00223923
VS351	0.00223703
WP.1	0.00223615
VS657	0.0022352
DS	0.0022314
VS355.1	0.0022281
VS323	0.00222765
YI	0.00222562
PA	0.00222534
VS166.1	0.00222408
NN	0.00222352
VS576	0.00222123
VS674	0.00221537
RL	0.00221467
VS321	0.00221414
DA	0.00221168
TP	0.00220974
FF.1	0.00220783
VS135	0.00220477
YD.1	0.00220199
RI	0.00219926
WK.1	0.00219866
HF	0.00219855
VS737	0.00219821
VS575	0.00219806
VS142.1	0.00219493
QD.1	0.0021921
VS435.1	0.00218942
YP.1	0.00218856
VS636.1	0.00218809
IE	0.00218798
IW.1	0.00218566
VS123.1	0.0021856
VS724.1	0.00218253
WD	0.00218172
HH	0.00218096
VS466	0.00217759
VS766	0.00217441
VS274	0.00217352
HV	0.00216985
VS374.1	0.00216079
RV	0.00215829
VS271	0.00215777
VS545	0.00215775
MG	0.00215511
VS732	0.00215145
KS	0.00214989
KM.1	0.0021497
VS517	0.00214689
VS657.1	0.00214071
VS472.1	0.00214062
VS366.1	0.00213645
FH.1	0.0021326
VS534	0.00213243
QC	0.00213022
PY	0.00212847
VS544	0.00212719
VS342.1	0.00212594
VS436.1	0.00212479
VS224	0.00212281
YQ.1	0.00212046
VS532	0.00211973
YF	0.00211872
VS564.1	0.00211841
CP	0.00211678
SS	0.0021159
VS547.1	0.0021115
VS417.1	0.00210465
VS236.1	0.00210397
VS161	0.00210122
LH	0.0020998
VS255	0.00209952
AQ	0.00209934
WN.1	0.00209892
WL.1	0.00209792
SW	0.0020973
VS147.1	0.00209603
FK	0.00209497
MK	0.00209489
VS476	0.00209427
VS473.1	0.00209397
VS233.1	0.00209119
WS.1	0.00209113
VS162	0.00208792
VF.1	0.00208681
VS365.1	0.00208
VT	0.00207769
VS653	0.00207714
VS723.1	0.0020764
PE	0.00206865
QG	0.00206749
VS625	0.00206618
HQ	0.0020634
VS334	0.00206142
VS752.1	0.00205976
VS642.1	0.00205818
YK.1	0.00205643
VS127	0.00205642
TN	0.00205309
VS623	0.002052
MK.1	0.00205121
VS142	0.00204956
VS632	0.00204776
IT	0.00204717
CL	0.00204558
VS416	0.00204549
WN	0.00204548
VS317.1	0.00204481
QR	0.0020409
VS623.1	0.00203966
VS743.1	0.00203955
YE	0.00203785
VS375.1	0.00203293
TH	0.00203227
VS336	0.00203104
VS711.1	0.0020307
KD	0.00202915
VS152	0.0020275
VS645	0.00202566
HH.1	0.00201831
WQ	0.0020171
VS472	0.00201556
PG	0.00201139
HS.1	0.00201108
VS444	0.00200893
HM.1	0.00200559
VS157	0.00200231
VS722	0.00200212
GN	0.00199739
VS474.1	0.00199455
YY	0.00199154
VS612	0.00199058
VS712.1	0.00199031
FR	0.00198914
VS553.1	0.00198894
YF.1	0.00198823
VS537	0.00198186
KR	0.00197739
VS461	0.00197311
EW.1	0.00197301
RE	0.00197075
VS125	0.00197001
CC	0.00196898
VS454.1	0.00196837
VS237	0.00196658
ED	0.00196634
VS351.1	0.0019663
VS357	0.0019649
HN.1	0.00196377
NH.1	0.00196272
VS266.1	0.00196224
VS573	0.00195839
VS551.1	0.00195606
VS573.1	0.00195179
YC.1	0.00194875
FN	0.0019453
VS345	0.00194488
VS643	0.00194385
VS214	0.00194011
KQ	0.0019393
YM.1	0.00193776
VS437	0.00193703
VS744	0.00193347
VS463.1	0.00193105
NV	0.00192911
IW	0.0019276
VS545.1	0.00192671
EY	0.00192353
TM.1	0.00192025
WY	0.00191904
GS	0.00191777
VS524	0.00191731
VS675.1	0.00191512
VS356	0.00191495
DY.1	0.00191422
VS631	0.00190848
VS171.1	0.00190815
VS613	0.00190794
AP	0.00190749
VS426	0.00190587
VS272	0.00190502
WK	0.00190286
CY	0.0019028
AD	0.00190132
IM.1	0.00190061
VS441.1	0.00189884
QW	0.00189791
NK	0.00189476
VS727.1	0.00189051
LP	0.00188825
NQ	0.00187947
QW.1	0.00187886
GW.1	0.00187652
VS664	0.0018746
VS766.1	0.00187342
VS432	0.00187191
RW	0.00187151
WV.1	0.00187041
TM	0.00186893
VS174.1	0.00186824
VS371	0.00186653
VS137	0.0018644
VS651	0.00185942
VS412	0.00185825
RP	0.001858
EK	0.0018574
VS654.1	0.00185724
MS	0.00185674
RR	0.00185584
YH.1	0.001854
VS673.1	0.00185375
YW.1	0.00185366
VS315	0.00185136
VS541.1	0.00185047
VS131	0.00184964
VS316	0.00184893
VS367.1	0.00184803
VS364.1	0.00184744
KE	0.00184687
AM	0.00184636
AL	0.00184607
AY	0.0018459
VS664.1	0.00184366
VS	0.00184347
VS554.1	0.00184156
QY	0.00183954
GM.1	0.00183792
YR	0.00183724
VS444.1	0.00183668
AK	0.00183578
VS543.1	0.00183213
VS363.1	0.00182782
VS415.1	0.00182465
VS532.1	0.00182271
VS137.1	0.00182164
FD	0.00182102
VS216.1	0.00181688
GI	0.00181681
VS424	0.00181291
TG	0.00181249
GM	0.00180757
WF.1	0.00180579
VS346	0.00180509
VS376.1	0.00180485
WP	0.00180401
VS461.1	0.00180229
KW.1	0.00179982
VS663	0.00179868
CV	0.0017947
VS621	0.00179457
AE	0.00179456
AI	0.00179372
VS347	0.00179276
FW.1	0.00178969
VS764.1	0.00178922
RK	0.00178884
WI.1	0.00178757
VS555.1	0.00178304
LT	0.00178114
VS523	0.00177878
VS446.1	0.00177871
VS345.1	0.00177465
VS367	0.00177399
VF	0.0017721
SR	0.00177098
WT.1	0.00176825
VS245	0.00176746
IL	0.00176704
VS163	0.00176646
VS426.1	0.00176632
VS434	0.00176502
YH	0.00176408
VS557	0.00176408
VS546.1	0.00176352
VS377	0.00176298
VR	0.00176245
VS445.1	0.00176204
VS451.1	0.00176189
LW	0.0017615
VS516.1	0.00175972
WE	0.00175971
KW	0.00175782
VS247.1	0.00175751
VM	0.00175745
YT	0.00175686
VS455.1	0.00175679
VS464.1	0.00175332
